true I(max),predicted I(max)
0.19265489868741079,0.16833002187012555
0.16833002187012563,0.19469511210241205
0.19636437762377687,0.2030954911597045
0.2315399660329962,0.2181160626629807
0.2359128958768749,0.24355753235362826
0.25443056854848595,0.22253321263256098
0.16901447965530506,0.1745811487377039
0.16317408876473516,0.19657326953811263
0.22703298467174182,0.2107185082331414
0.24241478787874576,0.20896267944489494
0.19560636688592103,0.2301675580456739
0.22111525773427299,0.2119683561383839
0.22677206070013584,0.22111525773427307
